Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,98169.605431,73.640353,27.997813,24.854944,567.343305,965.247459,1249.680604,245.33135060000004,529.706496,749.024524,816.0,9900.0,3779.984388,51659.20163,51213.499992,161.844844,2913.42064,26507.273633,3986.109897,710.705884,1629.845124,237.036981,296.190683,191.096932
1.0,99633.947018,73.023716,27.972333,24.894847,545.086744,963.900606,1248.861905,245.4308564,529.710044,749.014034,816.0,9900.0,3834.237065,53223.617066,52878.697476,163.680928,2856.056936,30004.751,3981.516529,712.626385,1639.981214,238.780563,298.270403,213.981599
2.0,101086.860106,72.421018,28.00863,24.925226,536.923487,963.389089,1247.861176,245.85989360000005,529.708202,748.969438,816.0,9900.0,3882.550002,53953.349972,53761.194215,165.284306,2857.996153,30754.776391,3821.456071,712.039997,1637.684213,241.564013,299.895326,219.619907
3.0,102595.474751,71.938255,28.007151,24.87227,533.8967,963.694069,1246.850934,246.21593,529.698937,748.86689,816.0,9900.0,3937.48405,54632.5077,54462.985799,167.181194,2908.866281,31068.827948,3625.488891,712.177092,1638.63323,245.063855,301.467244,222.535109
4.0,103779.412572,71.576182,27.985081,24.886679,532.75007,964.296718,1245.853333,246.37107020000008,529.683548,748.745454,816.0,9900.0,3991.4641,55329.452133,55234.705713,169.064112,2949.996144,31195.451661,3612.586001,712.336465,1638.903424,248.999644,302.710338,224.224027
5.0,104766.836871,71.205276,28.016033,24.882192,532.339735,964.603402,1244.912301,246.46154540000003,529.661414,748.605385,816.0,9900.0,4029.989232,55751.987952,55683.883031,170.36363,2960.864055,31224.125207,3545.779692,714.039679,1639.584403,253.189854,303.407596,225.219559
6.0,105592.732663,70.889553,28.014537,24.892718,532.196795,965.123154,1244.01709,246.6079358,529.631942,748.450049,816.0,9900.0,4069.63199,56273.467515,56231.166081,171.734225,2980.532789,31225.155688,3390.52087,714.949594,1640.796424,257.43472,303.953101,225.959001
7.0,106334.645947,70.689917,28.0101,24.893139,532.125068,965.649209,1243.171425,246.73629380000008,529.594468,748.282126,816.0,9900.0,4106.823336,56780.997981,56748.19338,173.023807,2991.435551,31220.692463,3374.494961,715.271601,1640.442977,261.550047,304.301355,226.595592
8.0,106993.556346,70.508549,28.004938,24.887766,532.110661,966.111512,1242.36932,246.87344480000004,529.549004,748.107034,816.0,9900.0,4140.417044,57239.444341,57217.667146,174.189408,3008.892644,31205.830632,3319.935064,716.933616,1641.232871,265.392511,304.475644,227.103806
9.0,107510.403125,70.369198,27.991881,24.910202,532.098945,966.593518,1241.590287,246.9827534,529.495707,747.931679,816.0,9900.0,4172.745206,57714.835937,57718.172481,175.31562,3030.658307,31191.241139,3325.419263,718.852816,1642.187488,268.867029,304.514023,227.557921
10.0,107988.816328,70.222752,28.023392,24.897752,532.099233,966.723007,1240.850327,247.0556318000001,529.43423,747.755756,816.0,9900.0,4193.602563,57951.279209,57951.490866,176.00222,3045.315389,31170.174734,3287.36172,719.489093,1641.658504,271.955319,304.469791,227.919455
11.0,108377.990423,70.105647,27.989087,24.921162,532.107144,967.285563,1240.101297,247.1237600000001,529.364836,747.58287,816.0,9900.0,4225.236642,58475.094274,58497.983777,177.122857,3054.702385,31149.623009,3194.171431,721.496722,1642.263981,274.560614,304.297146,228.23688
12.0,108809.442796,70.061059,28.014921,24.887215,532.087613,967.387374,1239.376184,247.1948816000001,529.287935,747.418029,816.0,9900.0,4244.168926,58691.010249,58695.778538,177.747608,3067.729191,31132.468336,3160.702794,724.310523,1642.790085,276.671159,304.131551,228.532706
13.0,109066.099099,70.041855,28.016562,24.923771,532.082468,967.608685,1238.630561,247.24729220000006,529.204593,747.26368,816.0,9900.0,4265.880929,59006.270441,59041.070077,178.485894,3085.090191,31124.360486,3191.018325,727.153684,1643.35921,278.32718,303.883294,228.847232
14.0,109397.838876,69.996508,27.982376,24.910643,532.092165,968.064576,1237.853024,247.2704924,529.114525,747.117007,816.0,9900.0,4292.469277,59465.933629,59492.086783,179.430556,3099.511997,31108.772781,3159.284486,727.006196,1643.069721,279.436725,303.492748,229.081473
15.0,109580.888734,69.971864,27.987875,24.937475,532.088153,968.201654,1237.041847,247.28120600000008,529.019708,746.986647,816.0,9900.0,4310.929004,59742.804135,59789.665114,180.050471,3099.176325,31102.719196,3140.320574,729.982533,1643.815996,280.066163,303.164281,229.342066
16.0,109848.44452,69.968323,27.97567,24.912043,532.093785,968.42764,1236.196302,247.3213172000001,528.92059,746.870847,816.0,9900.0,4331.439408,60071.028988,60101.07383,180.762177,3110.114669,31095.047564,3136.216875,732.943917,1643.157786,280.186598,302.743361,229.564369
17.0,110147.37935,69.96636,27.99573,24.879255,532.085677,968.368537,1235.332158,247.3354616000001,528.818872,746.774217,816.0,9900.0,4345.603129,60220.456779,60231.881292,181.223652,3115.576182,31101.24917,3132.752483,734.0223,1642.432634,279.856109,302.41751,229.850797
18.0,110314.046934,69.968973,28.012966,24.886744,532.082235,968.315886,1234.421861,247.34858540000002,528.715865,746.699031,816.0,9900.0,4358.683906,60397.215991,60423.042754,181.645715,3124.112617,31105.688035,3173.35887,735.271869,1643.748257,279.170079,302.090831,230.104005
19.0,110414.370878,69.941307,28.043771,24.898538,532.077531,968.202,1233.472683,247.34750900000006,528.612178,746.63978,816.0,9900.0,4368.816941,60538.127341,60565.899868,181.95195,3133.374133,31107.404255,3115.84207,737.955604,1643.21725,278.230747,301.820453,230.321109
20.0,110499.09576,69.953992,28.018714,24.924479,532.092761,968.459047,1232.448448,247.33423580000002,528.508278,746.59105,816.0,9900.0,4387.197792,60943.331031,60973.521226,182.597114,3132.24779,31106.217177,3109.782128,741.265379,1643.380092,277.033746,301.291841,230.501946
21.0,110745.643753,69.976188,28.007858,24.883011,532.097314,968.538707,1231.385459,247.34035580000003,528.404955,746.556959,816.0,9900.0,4402.438725,61227.694339,61220.895999,183.125815,3132.775241,31106.330665,3296.561513,742.569688,1642.47724,275.55349,300.815075,230.673964
22.0,110941.837858,69.866307,28.025397,24.8598,532.094002,968.361883,1230.287552,247.34735060000006,528.304295,746.542332,816.0,9900.0,4411.904744,61362.538154,61349.958559,183.425626,3130.281506,31119.625073,3195.397849,744.756886,1642.111472,273.870411,300.500901,230.915679
23.0,111058.375816,69.836351,28.027415,24.868345,532.104193,968.300157,1229.136506,247.36126100000004,528.207272,746.545284,816.0,9900.0,4423.14963,61592.238178,61585.290799,183.800029,3140.633001,31130.199823,3089.062295,746.798603,1642.525611,272.054024,300.110003,231.12967
24.0,111115.315685,69.880403,27.99653,24.889744,532.12392,968.461021,1227.910639,247.342181,528.114269,746.560241,816.0,9900.0,4438.830722,61993.922546,61997.050846,184.358507,3140.952712,31137.500327,3136.353483,749.381126,1641.43771,270.111385,299.532801,231.313998
25.0,111074.152947,69.893697,27.989441,24.93783,532.091272,968.451977,1226.63508,247.3340774,528.025957,746.585439,816.0,9900.0,4449.646,62298.889296,62308.234348,184.725288,3143.232701,31140.924965,3148.986598,751.858625,1641.848626,268.126523,299.111619,231.462028
26.0,111215.361923,69.899447,28.009795,24.905297,532.10346,968.245671,1225.351279,247.32363740000008,527.942141,746.61767,816.0,9900.0,4455.57062,62448.047809,62412.550189,184.903825,3146.889702,31143.129873,3134.788727,752.47074,1641.025224,266.135649,298.872866,231.59408
27.0,111334.89767,69.91601,28.016524,24.898495,532.09919,968.075733,1224.032756,247.30756700000003,527.864147,746.658051,816.0,9900.0,4462.871378,62648.544258,62605.586995,185.140145,3146.84739,31152.243596,3186.727548,752.959845,1640.772832,264.1932,298.57108,231.760853
28.0,111391.355824,69.898073,28.035292,24.907802,532.085738,967.845977,1222.685091,247.29796040000002,527.79233,746.705936,816.0,9900.0,4467.493109,62819.900445,62776.605525,185.270809,3146.284951,31157.937779,3232.434072,755.706754,1640.462427,262.377988,298.375385,231.900686
