Time,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11
0.000000,58.039354,38.715604,46.889893,44.037899,25.239477,54.062443,46.800000,82.000000,53.700000,57.000000
1.000000,58.045872,38.715604,46.702340,52.427175,24.715829,53.663272,46.124627,78.558368,54.138494,57.525886
2.000000,58.025026,38.715604,46.596719,55.724385,24.141040,53.050075,46.793295,69.617704,54.138954,57.691926
3.000000,58.007435,38.715604,46.469286,56.934152,23.593027,52.444257,48.381303,61.612790,54.309135,57.888933
4.000000,57.992161,38.715604,46.355239,56.593825,23.076650,52.063359,49.603328,53.201695,54.613513,58.225510
5.000000,57.989243,38.715604,46.243210,57.669152,22.575029,51.287254,50.326869,46.393283,54.889244,58.584083
6.000000,57.973732,38.715604,46.094713,56.386011,22.121850,50.665815,50.878498,41.899380,55.093434,59.028432
7.000000,57.971249,38.715604,45.949808,56.458301,21.681271,50.057981,51.482935,41.291527,55.596152,59.457569
8.000000,57.983315,38.715604,45.824571,56.257998,21.289483,49.767983,52.005401,36.097481,56.198493,60.015336
9.000000,57.991230,38.715604,45.675693,56.001676,20.949641,49.103981,52.585312,34.373929,57.178105,60.630917
10.000000,57.986404,38.715604,45.522093,55.708403,20.607684,48.483502,53.027529,34.595408,58.105812,61.340435
11.000000,57.973404,38.715604,45.478810,56.445366,20.238472,51.594761,53.358873,34.432941,59.195429,62.109926
12.000000,57.976219,38.715604,45.352984,56.612836,19.909410,48.379226,53.636677,27.244608,60.412071,62.908496
13.000000,57.992369,38.715604,45.245230,55.007046,19.562791,48.353879,53.940205,28.860831,62.094365,63.768091
14.000000,57.997841,38.715604,45.172849,55.271057,19.207908,48.392197,54.163459,29.229283,63.714362,64.695052
15.000000,57.989156,38.715604,45.089758,55.507522,18.859426,48.376240,54.273276,30.313132,65.687105,65.693335
16.000000,57.981855,38.715604,45.021672,54.720645,18.461989,48.382965,54.398770,31.701522,67.665357,66.757091
17.000000,57.982442,38.715604,44.951914,54.648602,18.028931,48.328746,54.414352,30.695153,70.114790,67.808956
18.000000,58.002162,38.715604,44.884601,54.912475,17.631021,48.413107,54.476386,27.135615,72.603276,68.956761
19.000000,57.981083,38.715604,44.806609,53.672479,17.159371,48.355593,54.514807,29.831842,75.238239,70.092974
20.000000,57.986235,38.715604,44.743328,54.970714,16.681662,48.356629,54.496618,28.416896,78.225676,71.322430
21.000000,57.978311,38.715604,44.674412,54.415215,16.197250,48.351263,54.455031,25.070475,81.092330,72.456301
22.000000,57.974555,38.715604,44.614866,54.859400,15.630132,48.330059,54.321092,26.533544,84.383329,73.741077
23.000000,58.007871,38.715604,44.543703,54.166661,15.090521,48.317745,54.145762,29.521667,87.631539,74.958882
24.000000,57.983917,38.715604,44.472414,53.887227,14.521595,48.363723,54.051490,31.515572,91.220086,76.242858
25.000000,57.987868,38.715604,44.405491,54.103213,13.932899,48.349427,53.852372,26.248752,94.899529,77.555943
26.000000,57.988172,38.715604,44.328940,53.212535,13.302272,48.324469,53.684472,30.616814,95.000000,78.798703
27.000000,57.997343,38.715604,44.268877,52.981537,12.665532,48.279625,53.501848,26.103368,95.000000,80.123352
28.000000,57.976135,38.715604,44.195198,52.609480,12.005875,48.296760,53.322681,30.147396,95.000000,81.418330
29.000000,57.990544,38.715604,44.129116,52.790368,11.330786,48.414902,53.066260,28.347296,95.000000,82.739202
30.000000,57.971606,38.715604,44.067830,52.772917,10.628385,48.279788,52.918247,29.014296,95.000000,84.079028
31.000000,57.979685,38.715604,44.001707,52.679207,9.887348,48.281951,52.605932,29.693809,95.000000,85.388764
32.000000,57.989560,38.715604,43.926097,52.430813,9.132240,48.200779,52.344742,28.549090,95.000000,86.713691
