Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,97585.155093,73.885106,28.01066,24.926156,616.690475,969.642857,1250.072976,245.2681832,529.706496,749.024524,1994.585163,9900.0,3824.62843,49925.652014,50060.774504,163.892745,2918.257828,26504.299573,3992.728083,710.76749,1630.420844,245.302119,282.635671,191.096932
1.0,97297.051659,73.557382,28.001554,24.936899,616.366976,969.740952,1250.115851,245.172749,529.61839,748.542352,1995.035807,9900.0,3822.478485,49987.926651,50049.647024,163.827867,2858.465088,27982.419078,4012.189086,714.739409,1649.186358,261.957191,282.538386,201.030941
2.0,97221.889679,73.241964,28.013032,24.899316,616.213271,969.578914,1250.176419,245.3825174000001,529.435709,747.764066,1993.527754,9900.0,3813.699058,49879.07697,49871.981629,163.520246,2839.008404,27898.800252,3905.60684,719.917628,1652.466125,285.119643,282.139189,201.04971
3.0,97123.89208,73.023449,27.99288,24.904233,616.110403,969.591171,1250.251791,245.57029700000004,529.154974,746.757658,1992.705982,9900.0,3813.006678,49881.37785,49866.910262,163.522802,2860.809306,27638.998052,3947.832026,730.409419,1658.902578,313.677655,282.108108,199.873668
4.0,97035.612508,72.76258,28.007995,24.894831,616.068867,969.336051,1250.354925,245.59319120000004,528.774046,745.627123,1993.409908,9900.0,3800.978546,49710.331461,49668.892901,163.097946,2877.779168,27288.484161,3825.275462,739.98457,1664.199778,346.697412,281.550996,198.029042
5.0,96945.194467,72.587087,27.978001,24.885487,616.048748,969.374128,1250.46813,245.5427498,528.293268,744.424723,1993.102376,9900.0,3796.552934,49712.92443,49661.485841,162.981393,2877.490928,26898.407417,3790.032264,754.713498,1668.334679,383.270245,281.343613,195.834692
6.0,96836.736831,72.442523,28.011044,24.873563,616.013389,968.999628,1250.597335,245.4965132,527.716239,743.190978,1992.78335,9900.0,3776.910578,49468.574516,49396.626256,162.271984,2866.292058,26507.834071,3731.984163,769.669648,1671.531711,422.725866,280.40323,193.549081
7.0,96685.82852,72.354348,27.984053,24.890921,616.004609,969.061597,1250.717195,245.46871940000008,527.048111,741.94859,1992.308806,9900.0,3771.278197,49487.905635,49425.641057,162.106226,2858.067006,26125.498992,3650.728456,785.124361,1675.028781,464.385911,280.128309,191.244004
8.0,96505.229189,72.337739,27.990241,24.905591,616.006403,968.921432,1250.832112,245.4207350000001,526.296602,740.71017,1992.752032,9900.0,3758.338359,49385.279775,49323.435723,161.652192,2853.508163,25750.280134,3725.643955,802.812355,1677.532302,507.718527,279.487633,188.923862
9.0,96383.764233,72.270568,28.003002,24.888806,615.99814,968.699237,1250.938039,245.33507840000004,525.471141,739.479366,1992.707113,9900.0,3739.817905,49231.927334,49148.573308,160.999742,2844.90301,25379.561201,3612.012303,818.673949,1680.286658,552.253498,278.549571,186.578093
10.0,96186.955166,72.297852,27.988391,24.92222,616.017333,968.717537,1251.016926,245.23192580000008,524.582499,738.260629,1992.916079,9900.0,3731.834585,49233.836838,49177.478181,160.735312,2826.330141,25018.680751,3640.02985,836.061894,1682.721056,597.582255,278.137149,184.245554
11.0,96147.594507,72.318457,27.992624,24.893543,615.989514,968.595345,1251.091695,245.14234160000004,523.641557,737.050311,1992.472967,9900.0,3718.40451,49141.209006,49044.823444,160.268911,2821.077946,24661.935857,3700.290607,852.744484,1685.519952,643.31512,277.433959,181.901608
12.0,96044.093374,72.297916,27.982772,24.905096,615.991703,968.571445,1251.136977,245.00208920000003,522.66009,735.851839,1992.329613,9900.0,3710.051531,49125.975307,49056.110742,159.986819,2797.270674,24326.30806,3645.48177,868.551527,1687.215111,689.148726,276.989596,179.653367
13.0,95899.253957,72.336216,27.975006,24.93773,615.999743,968.574611,1251.151847,244.894298,521.648812,734.662283,1992.266229,9900.0,3703.100421,49131.061858,49086.788087,159.749567,2782.521512,23991.239622,3687.687163,884.515542,1689.343996,734.84478,276.615875,177.378784
14.0,95977.064679,72.352489,27.955452,24.892724,615.996859,968.682156,1251.164114,244.76261540000004,520.617763,733.480004,1992.46042,9900.0,3701.668847,49179.106802,49088.38514,159.723341,2766.433183,23668.931447,3662.273484,874.545075,1691.084822,780.069898,276.538473,175.163402
15.0,95861.09719,72.398634,28.014603,24.919845,615.983538,968.194706,1251.150525,244.6186442000001,519.577377,732.310259,1992.564776,9900.0,3679.585733,48911.089425,48867.624674,158.891937,2747.654917,23364.27135,3681.753921,866.762309,1693.001833,824.833346,275.328619,173.04218
16.0,95868.896654,72.441944,27.989418,24.919377,615.999918,968.407893,1251.112336,244.4738882000001,518.537687,731.143767,1992.663637,9900.0,3682.075701,49038.173015,48988.217529,159.001972,2725.539352,23057.558062,3635.100107,860.714731,1695.193307,868.887142,275.465932,170.885999
17.0,95945.397854,72.534567,28.005146,24.896143,616.00283,968.290408,1251.065727,244.33678940000007,517.506111,729.984088,1992.457485,9900.0,3674.501573,48974.255212,48913.567578,158.72299,2703.648209,22762.882375,3791.04761,855.924028,1695.770073,912.102561,275.044432,168.811399
18.0,95988.419836,72.522113,28.021853,24.894517,615.997407,968.166169,1251.000741,244.20023420000004,516.487617,728.832836,1992.268389,9900.0,3668.018954,48918.173537,48876.300583,158.47832,2679.257986,22486.795375,3707.959878,852.030192,1697.279252,954.412197,274.680344,166.812352
19.0,96137.306631,72.588064,27.987197,24.881148,615.990388,968.484382,1250.919838,244.07220920000006,515.485552,727.690635,1992.16825,9900.0,3679.93389,49117.55721,49074.267465,158.924866,2658.344985,22213.897267,3737.168174,848.759119,1698.208959,995.611969,275.345488,164.840809
20.0,96200.346338,72.644411,27.994953,24.899379,615.998309,968.460761,1250.82585,243.93563240000006,514.503152,726.559624,1992.766869,9900.0,3681.11727,49127.486585,49115.116643,158.953479,2638.539165,21954.783105,3683.626857,845.904205,1699.011034,1035.684462,275.410452,162.953669
21.0,96324.283667,72.752817,28.013486,24.877535,615.987494,968.361891,1250.728912,243.7912292000001,513.542574,725.437479,1992.169359,9900.0,3678.436662,49084.79653,49063.77326,158.840782,2622.715891,21697.431257,3726.592079,843.305776,1699.136673,1074.581431,275.261381,161.075531
22.0,96425.820259,72.836644,27.97267,24.898431,616.007049,968.729979,1250.606649,243.6295982,512.606204,724.326609,1992.653142,9900.0,3694.928145,49328.880057,49341.498561,159.448652,2600.513957,21453.469753,3751.250091,840.843824,1699.841724,1112.196459,276.167806,159.269768
23.0,96531.462729,72.913903,28.003684,24.891599,615.99503,968.574168,1250.492253,243.48272000000006,511.695947,723.227911,1992.628285,9900.0,3693.600306,49256.75598,49265.438726,159.369356,2577.595628,21212.887648,3799.700788,838.423919,1699.495687,1148.556272,276.095247,157.486044
24.0,96736.546541,72.966821,27.983196,24.874259,615.995395,968.801564,1250.371045,243.34650320000006,510.813557,722.140352,1992.229635,9900.0,3706.281993,49409.552729,49409.965165,159.828504,2557.960227,20983.901901,3733.561226,835.973148,1699.575081,1183.565958,276.780975,155.776547
25.0,96807.886789,73.081135,28.003664,24.898328,616.007924,968.735687,1250.245802,243.20520320000003,509.960777,721.068899,1992.40478,9900.0,3710.915092,49401.430508,49438.602116,159.963208,2539.038676,20766.181925,3806.315099,833.437009,1698.928289,1217.302908,277.028441,154.143305
26.0,96969.348107,73.14931,27.982011,24.888168,615.996242,968.950641,1250.114156,243.06131660000008,509.138545,720.009212,1992.367675,9900.0,3723.814896,49549.770147,49580.71468,160.430542,2515.205739,20548.183115,3761.92232,830.771471,1698.304731,1249.693618,277.710406,152.504161
27.0,97071.146737,73.265061,27.993334,24.906443,616.001687,968.959636,1249.984355,242.93613740000006,508.348083,718.966349,1992.523883,9900.0,3732.387943,49581.946255,49630.326253,160.712575,2498.51275,20342.136281,3836.316217,827.944984,1697.574175,1280.79478,278.157127,150.945073
28.0,97237.002623,73.331452,28.018965,24.880585,615.999062,968.871204,1249.863535,242.795984,507.589925,717.938061,1993.300846,9900.0,3735.316638,49547.027061,49578.752037,160.787139,2475.785123,20147.4134,3881.131985,824.931818,1688.875761,1310.619179,278.308584,149.416866
29.0,97435.285373,73.375408,28.005217,24.86909,616.009702,969.05347,1249.739148,242.67393140000007,506.864669,716.927372,1992.636555,9900.0,3750.535581,49676.048271,49711.967672,161.326407,2454.949282,19947.778505,3792.105906,821.714665,1682.162152,1339.136217,279.085758,147.946567
30.0,97454.24095,73.499649,28.002716,24.921087,615.999883,969.170637,1249.596983,242.55616640000008,506.172547,715.938469,1992.136863,9900.0,3763.344254,49786.948264,49878.986529,161.764735,2435.954761,19763.967755,3923.881729,818.283716,1679.482071,1366.433274,279.726622,146.539401
31.0,97588.097599,73.531843,27.986979,24.91709,616.008154,969.409811,1249.459359,242.43718460000005,505.513193,714.947657,1992.48444,9900.0,3781.337011,49946.186845,50022.167784,162.401949,2416.811941,19576.525067,3849.472685,814.629985,1676.361067,1392.451136,280.607399,145.107301
