Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,97988.106538,73.804138,26.872712,24.926467,616.099395,975.037975,1249.876424,245.34047840000002,529.706496,749.024524,2198.527911,9900.0,4056.76211,54180.248482,54484.950232,172.905552,2917.343767,26507.273496,3991.477475,710.690062,1629.804715,234.541737,295.802038,191.096932
1.0,97552.749378,73.37167,26.872912,24.902867,616.048462,974.347467,1249.864798,245.37925400000003,529.724206,749.09653,2198.640761,9900.0,4056.118168,53751.945825,54043.44815,172.90697,2864.358304,29111.702587,3961.927414,711.390819,1639.274978,231.457608,295.788794,208.214591
2.0,96995.62496,72.973471,26.868461,24.916695,616.023287,973.772558,1249.912738,245.72174180000005,529.753697,749.214877,2198.717619,9900.0,4054.450414,53394.840232,53708.770445,172.87536,2869.718959,29751.751087,3933.942219,710.591521,1635.240538,227.478009,295.753546,212.929038
3.0,96414.009056,72.590636,26.856094,24.926419,616.030004,973.302406,1250.023859,245.983352,529.793906,749.350775,2198.500373,9900.0,4050.910016,53083.769531,53400.10063,172.78749,2901.631043,30078.04003,3821.359772,708.920238,1633.773535,222.907422,295.677099,215.65873
4.0,95957.813677,72.274918,26.83426,24.892832,616.004542,972.888805,1250.204865,246.11776520000004,529.844873,749.52577,2198.239494,9900.0,4045.016183,52791.325503,53070.771768,172.632239,2936.644143,30238.176459,3683.425438,708.129042,1632.282634,217.944501,295.546759,217.307209
5.0,95452.289555,72.045284,26.79964,24.886223,616.007265,972.500641,1250.426427,246.1810820000001,529.907958,749.734198,2198.433659,9900.0,4036.32112,52513.417399,52801.558577,172.3858,2952.595334,30325.407797,3693.700462,707.517692,1632.1478,212.785988,295.347787,218.441168
6.0,94857.492262,71.805398,26.758456,24.907678,615.997064,972.193009,1250.665957,246.26969780000002,529.983729,749.964998,2197.7698,9900.0,4026.278569,52285.431768,52592.603201,172.092174,2957.054755,30372.752598,3645.381156,704.142749,1631.524652,207.605586,295.108589,219.269558
7.0,94241.549847,71.609408,26.714379,24.929384,616.000175,971.946442,1250.918371,246.40078100000008,530.0726,750.206925,2198.150268,9900.0,4015.585903,52088.452625,52397.420861,171.777362,2964.786636,30402.37993,3535.864737,701.999161,1630.454678,202.531374,294.843142,219.939902
8.0,93743.895471,71.501386,26.6643,24.906951,615.998255,971.701003,1251.19484,246.53567660000002,530.175307,750.455701,2197.466642,9900.0,4003.296137,51881.968556,52155.929477,171.418985,2986.294343,30421.35657,3590.168756,698.803434,1629.943829,197.623292,294.524614,220.504063
9.0,93249.041991,71.348669,26.606536,24.899907,616.00144,971.480298,1251.472973,246.62451560000008,530.293131,750.711671,2198.236009,9900.0,3989.340374,51696.368392,51964.062464,171.004674,3004.998191,30434.832336,3566.494623,696.083061,1628.871892,192.943637,294.145314,220.996394
