Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,98000.226623,73.709745,28.005736,24.875031,616.346948,969.318759,1250.070102,245.3345330000001,529.706496,749.024524,2114.013582,9900.0,3835.667618,50262.21133,50282.132774,164.335556,2915.077972,26507.273587,3988.377439,710.6996,1629.830729,236.05073,281.022971,191.096932
1.0,97763.406032,73.171198,28.021168,24.91732,616.186523,969.191528,1250.115331,245.40860120000002,529.715381,749.045247,2115.065029,9900.0,3827.481766,50197.805556,50230.010016,164.031642,2683.501974,29623.836628,3989.972842,711.316953,1640.047829,235.643093,280.65047,211.51756
2.0,97731.716387,72.772588,27.965757,24.89864,616.102712,969.537929,1250.160262,246.42943880000004,529.726489,749.069984,2114.187999,9900.0,3836.851872,50392.485599,50385.755861,164.417268,2678.607288,30328.660071,3844.747222,712.000564,1636.765762,235.005693,281.076133,216.7868
3.0,97707.565676,72.495748,27.962579,24.879445,616.053066,969.455739,1250.214081,247.06548500000008,529.740984,749.086529,2114.019018,9900.0,3834.010705,50335.903749,50318.191007,164.325131,2678.010337,30738.394065,3840.757384,712.628747,1636.089179,234.182057,280.948038,220.22565
4.0,97497.522266,72.236471,27.990275,24.924773,616.039089,969.173465,1250.244848,247.53666560000002,529.759053,749.121825,2113.9433,9900.0,3820.773236,50176.902792,50201.728013,163.833095,2677.582952,30890.750264,3732.173268,711.506121,1635.783709,233.337563,280.341825,222.016556
5.0,97513.816156,72.074997,27.988723,24.881938,616.01293,969.160705,1250.289852,247.93480580000008,529.779256,749.162675,2114.009139,9900.0,3817.447046,50147.875092,50112.734424,163.725199,2680.231607,30945.23196,3716.124672,709.300786,1635.659663,232.432925,280.187983,223.137343
6.0,97311.847884,71.941235,28.051743,24.933862,616.015758,968.718675,1250.31533,248.28808640000003,529.803115,749.211876,2114.292867,9900.0,3799.129696,49895.24113,49906.198684,163.019115,2683.298909,30968.260894,3616.830786,709.490976,1635.364288,231.669426,279.323372,223.991048
7.0,97406.945251,71.896389,27.996957,24.88363,615.998833,969.070085,1250.351442,248.62035020000005,529.828763,749.254506,2113.780154,9900.0,3808.113857,50079.903989,50027.087353,163.394283,2689.112551,30948.918416,3576.656002,709.120277,1635.585248,230.868873,279.750706,224.517411
8.0,97373.726558,71.894157,28.006424,24.89469,615.998483,968.962106,1250.380135,248.93466080000007,529.85888,749.302247,2113.570317,9900.0,3803.237592,50019.00643,49993.927291,163.21371,2695.95346,30932.469028,3663.65567,708.222052,1635.707244,230.089261,279.519491,224.996982
9.0,97425.43238,71.838329,28.004886,24.867992,615.990706,968.915102,1250.413594,249.23897240000008,529.893772,749.348565,2114.201187,9900.0,3799.557436,49979.888703,49931.131765,163.091086,2700.254425,30898.975403,3680.926865,706.081861,1635.541048,229.315852,279.344207,225.314409
10.0,97276.304668,71.782567,27.970467,24.923506,615.997876,969.083866,1250.418307,249.54965600000006,529.935392,749.396869,2113.858259,9900.0,3803.965092,50094.093213,50109.18612,163.273779,2704.039117,30864.495532,3639.2407,706.008599,1635.611847,228.566451,279.553666,225.571824
11.0,97263.110898,71.769487,27.998648,24.892657,616.019755,968.863592,1250.427953,249.86656940000003,529.984145,749.442417,2113.870464,9900.0,3791.62275,49950.279434,49925.088646,162.819382,2708.966744,30819.439569,3556.634383,704.670864,1635.876289,227.868073,278.962071,225.71727
12.0,97257.244392,71.827607,28.008475,24.892476,616.003684,968.791312,1250.435972,250.1847194000001,530.042014,749.487977,2114.007691,9900.0,3787.848861,49906.700573,49877.693793,162.678992,2716.141513,30779.938375,3687.640673,701.625061,1635.136205,227.239296,278.778898,225.852736
